	targetLang	system score
0	am	0.8838113665580749
1	ar	0.8522425889968872
2	bn	0.9003680586814881
3	fa	0.913983416557312
4	fr	0.8413888096809388
5	hi	0.8978448510169983
6	id	0.9540713787078857
7	mr	0.7945681214332581
8	ms	0.9266735911369324
9	ne	0.848942220211029
10	ps	0.832515025138855
11	pt-BR	0.9263075351715088
12	ru	0.8375316381454467
13	so	0.8248851895332336
14	sw	0.7365140199661255
15	ur	0.9227944016456604
16	zh	0.9077713131904602
